timestamp,image_path,input_tokens,output_tokens,total_cost,image_hash
2026-05-21T15:23:27.880119,/var/folders/rh/9jg8h6dj2yv7_n941k9rcp480000gn/T/tmpoommdjdo.jpg,715,723,0.0144,191ff434dda4dc10b4f6659e40f983acffc52bb336456641d5b60cd56944febe
2026-05-21T15:25:48.458591,/var/folders/rh/9jg8h6dj2yv7_n941k9rcp480000gn/T/tmpgdvoujuo.jpg,715,724,0.0144,191ff434dda4dc10b4f6659e40f983acffc52bb336456641d5b60cd56944febe
